3000 6000
0 2721 226
0 1213 1305
0 1356 1680
0 1448 1527
1 2666 2493
0 1449 1366
1 2721 1300
0 32 1439
1 1913 2263
0 592 1696
0 2516 1342
0 474 2642
1 1604 2592
0 1160 142
0 862 1699
0 1157 2085
0 1061 256
0 1760 1971
0 2595 1699
0 2987 369
1 1805 1547
0 2643 1073
0 1411 2431
1 7 1365
1 1793 2573
1 2811 2918
0 691 2578
0 48 2863
0 476 376
0 1199 389
0 1 1068
1 2097 2047
0 937 2929
0 2443 196
0 1707 2340
0 1427 1293
0 459 1839
0 122 2233
0 2754 1327
0 838 830
0 1822 1232
0 2772 2417
0 456 1626
0 811 90
1 1402 1823
0 940 753
0 1366 2406
0 487 591
1 515 2216
1 2789 2905
0 2815 1454
1 2073 2779
0 436 126
1 2199 2190
0 1820 1090
0 1932 2562
1 1870 1379
0 2411 922
0 957 384
0 2002 2301
1 2743 1357
1 1615 261
0 244 815
1 2821 1411
0 861 294
1 2217 2491
0 515 1447
1 1335 2954
0 1255 2870
0 640 2473
0 2860 101
0 1707 2085
1 1774 670
0 2344 2226
1 2086 853
1 1084 72
1 2187 1940
0 178 2083
0 1625 712
1 2685 1080
1 1735 284
0 670 1996
0 331 1615
0 2859 1015
0 1014 201
1 2142 2200
0 2274 2347
0 2916 403
0 1202 788
1 216 767
0 692 2760
0 1140 1300
0 2040 1536
0 2962 1328
1 2447 1836
1 950 1581
0 560 1129
0 1070 816
1 1881 1503
0 1294 2583
1 2810 55
